Report Number,Title of Report,Classification,Date,Formula,Year,Month,Season,latitude,longitude,State,Country,Region
50144,Report 50144: Tall hairy figure is seen by the roadside on SR-19 near Altoona,Class A,2015-11-05T12:00:00Z,2015,2015,November,Fall,29.00086,-81.64167,FL,United States,Southeast
598,Report 598: Vocalizations and Footsteps heard,Class B,2000-10-28T12:00:00Z,2000,2000,October,Fall,29.01175,-82.03495,FL,United States,Southeast
9367,Report 9367: Two family members have night time encounters near Navidad,Class A,2004-09-22T12:00:00Z,2004,2004,September,Fall,29.02611,-96.71,TX,United States,Southwest
12903,Report 12903: Stalking in swamp during Florida BFRO expedition,Class B,2005-02-11T12:00:00Z,2005,2005,February,Winter,29.04865,-81.4692,FL,United States,Southeast
34954,Report 34954: Stranded motorist has a daytime close encounter with an adult and juvenile near Lake Mack,Class A,2012-01-15T12:00:00Z,2012,2012,January,Winter,29.05872,-81.4819,FL,United States,Southeast
726,Report 726: A hitchhiker reports seeing a bigfoot in a forested area off U.S. 441,Class A,1977-10-05T12:00:00Z,1977,1977,October,Fall,29.0599,-82.05835,FL,United States,Southeast
11387,Report 11387: Screams Heard While Camping in the Ocala National Forest,Class B,1994-03-01T12:00:00Z,1994,1994,March,Spring,29.0765,-81.8945,FL,United States,Southeast
9282,Report 9282: Two bipedal animals seen in the aftermath of Frances,Class A,2004-12-03T12:00:00Z,2004,2004,December,Winter,29.07655,-81.9055,FL,United States,Southeast
48599,Report 48599: Family retells documenting a possible mile-long line of tracks north of Yankeetown,Class B,1991-01-11T12:00:00Z,1991,1991,January,Winter,29.07718,-82.74918,FL,United States,Southeast
1480,Report 1480: 3am observation in Alexander Springs  (Ocala Nat. Forest) of tall upright animal.  Coolers ransacked,Class B,1996-10-15T12:00:00Z,1996,1996,October,Fall,29.08405,-81.59005,FL,United States,Southeast
12921,Report 12921: Birder has daylight sighting in Rainbow Springs State Park.,Class A,2000-01-01T12:00:00Z,2000,2000,January,Winter,29.098,-82.42,FL,United States,Southeast
17644,Report 17644: Daylight Sighting in the Goethe State Forest,Class A,2005-09-01T12:00:00Z,2005,2005,September,Fall,29.1039,-82.3722,FL,United States,Southeast
725,Report 725: Large tracks found investigated by Federal authorities,Class A,1980-07-02T12:00:00Z,1980,1980,July,Summer,29.10635,-81.62275,FL,United States,Southeast
430,Report 430: Brothers hear howl while trailblazing,Class B,1981-08-15T12:00:00Z,1981,1981,August,Summer,29.10855,-82.75685,FL,United States,Southeast
5510,Report 5510: Man finds and casts large footprints after hearing of sighting,Class B,1980-06-30T12:00:00Z,1980,1980,June,Summer,29.12915,-81.63025,FL,United States,Southeast
7692,"Report 7692: Possible brush nest, tracks, smell, noticed by DeMolay teens visiting rural home Dunellon",Class B,1979-10-01T12:00:00Z,1979,1979,October,Fall,29.1299,-82.58765,FL,United States,Southeast
33764,Report 33764: Daylight sighting by a retired Wildlife Officer outside Ocala,Class A,2012-02-21T12:00:00Z,2012,2012,February,Winter,29.16722,-82.01917,FL,United States,Southeast
9312,Report 9312: Woman and her husband have night time encounter near El Campo,Class A,2004-09-12T12:00:00Z,2004,2004,September,Fall,29.17805,-96.29222,FL,United States,Southeast
42726,Report 42726: Nighttime sighting by a man walking his dog in a subdivision next to the Ocala National Forest,Class A,2013-10-26T12:00:00Z,2013,2013,October,Fall,29.1795,-82.0435,FL,United States,Southeast
14457,Report 14457: Daylight sigting by a deer hunter near Gulf Hammock,Class A,2000-10-01T12:00:00Z,2000,2000,October,Fall,29.191,-82.6505,FL,United States,Southeast
729,Report 729: a daylight sighting by a family on a camping trip,Class A,1997-07-25T12:00:00Z,1997,1997,July,Summer,29.19395,-81.9233,FL,United States,Southeast
728,"Report 728: a close-range, daytime sighting by a 67-year-old Baptist minister",Class A,1977-11-15T12:00:00Z,1977,1977,November,Fall,29.1951,-81.90875,FL,United States,Southeast
27778,Report 27778: Possible late night campsite intrusion in the Ocala National Forest,Class B,1974-12-20T12:00:00Z,1974,1974,December,Winter,29.22079,-81.80539,FL,United States,Southeast
55574,Report 55574: Daytime road crossing seen by twin sisters near Cedar Key,Class A,2016-09-11T12:00:00Z,2016,2016,September,Fall,29.23723,-83.00198,FL,United States,Southeast
10239,Report 10239: Motorists observe animal crossing the road,Class B,1994-08-13T12:00:00Z,1994,1994,August,Summer,29.24665,-100.4104,FL,United States,Southeast
43952,"Report 43952: Fisherman hears possible howl, knocks and has object thrown near him in the Medina River Natural Area",Class B,2014-01-22T12:00:00Z,2014,2014,January,Winter,29.26258,-98.56143,FL,United States,Southeast
59858,"Report 59858: Multiple witnesses, daylight sighting, Hopkins Prairie, Ocala NF, next to Florida Trail",Class A,2017-08-15T12:00:00Z,2017,2017,August,Summer,29.27043,-81.69337,FL,United States,Southeast
29371,Report 29371: Man camping with daughter hears unusual howls near the Oklawaha River,Class B,2007-11-24T12:00:00Z,2007,2007,November,Fall,29.28942,-82.92592,FL,United States,Southeast
32203,Report 32203: Late afternoon sighting by a hog hunter outside Pierson,Class A,2011-10-22T12:00:00Z,2011,2011,October,Fall,29.28971,-81.52609,FL,United States,Southeast
12068,Report 12068: Possible intimidation behavior experienced while shining for alligators in Ormond Beach,Class B,2005-05-24T12:00:00Z,2005,2005,May,Spring,29.29063,-81.08198,FL,United States,Southeast
40420,"Report 40420: Rural resident hears heavy bipedal footfalls and smells strong ""skunk-like"" odor near Seguin",Class B,2010-05-15T12:00:00Z,2010,2010,May,Spring,29.30877,-97.47971,FL,United States,Southeast
23120,Report 23120: Father and daughter have daytime sighting in the Ocala National Forest,Class A,2006-07-15T12:00:00Z,2006,2006,July,Summer,29.3143,-81.7268,FL,United States,Southeast
31933,Report 31933: Hunter experiences dusk encounters in Goethe State Forest,Class B,2012-01-08T12:00:00Z,2012,2012,January,Winter,29.32605,-82.61581,FL,United States,Southeast
45649,Report 45649: Memory told of an early morning road crossing near Nixon,Class A,1993-04-15T12:00:00Z,1993,1993,April,Spring,29.32862,-97.77225,FL,United States,Southeast
40034,Report 40034: Women recall an afternoon road crossing near Bulow Park,Class A,1985-05-25T12:00:00Z,1985,1985,May,Spring,29.33246,-81.12292,FL,United States,Southeast
19232,Report 19232: Motorist spots a tall unknown figure crossing Walter Boardman Loop,Class B,2007-05-19T12:00:00Z,2007,2007,May,Spring,29.3396,-81.0834,FL,United States,Southeast
30547,Report 30547: Daytime sighting from a vehicle in the Ocala National Forest near Ft. McCoy,Class A,2008-03-15T12:00:00Z,2008,2008,March,Spring,29.36953,-81.86789,FL,United States,Southeast
9315,Report 9315: Boy sees a bigfoot while clearing land,Class A,2002-04-29T12:00:00Z,2002,2002,April,Spring,29.38333,-96.25,TX,United States,Southwest
6583,Report 6583: Unusual screams pierce evening at rural property near Seguin,Class B,2003-10-08T12:00:00Z,2003,2003,October,Fall,29.385,-97.81083,TX,United States,Southwest
28418,Report 28418: Woman remembers two visual encounters near Williston,Class A,1991-08-14T12:00:00Z,1991,1991,August,Summer,29.39384,-82.44225,FL,United States,Southeast
31680,Report 31680: Late night fishermen are intimidated at Bulow Creek State Park,Class B,2007-10-23T12:00:00Z,2007,2007,October,Fall,29.4076,-81.12167,TX,United States,Southwest
1407,"Report 1407: Bigfoot runs across road, appears to be carrying a small infant Bigfoot",Class A,1991-06-15T12:00:00Z,1991,1991,June,Summer,29.4179,-82.55556,FL,United States,Southeast
34426,Report 34426: Possible evidence of activity found at Bulow Creek State Park,Class B,2011-12-05T12:00:00Z,2011,2011,December,Winter,29.41889,-81.13924,FL,United States,Southeast
40935,Report 40935: Friends almost strike a tall manlike animal as it crosses road outside Chiefland,Class A,2013-04-13T12:00:00Z,2013,2013,April,Spring,29.42016,-82.82335,FL,United States,Southeast
23076,Report 23076: Road grader operator observes creature crossing logging road in Ocala National Forest,Class A,2004-06-15T12:00:00Z,2004,2004,June,Summer,29.43465,-81.80878,FL,United States,Southeast
36634,Report 36634: Motorist passes a crouching figure outside Chiefland,Class B,2012-09-29T12:00:00Z,2012,2012,September,Fall,29.4694,-82.71979,FL,United States,Southeast
2657,Report 2657: A tree stump moves closer to a group of young boys,Class A,1974-08-15T12:00:00Z,1974,1974,August,Summer,29.47035,-81.1273,FL,United States,Southeast
27250,Report 27250: Woman remembers observing a bi-pedal hair-covered adult and youth while driving near Bronson,Class A,1981-08-28T12:00:00Z,1981,1981,August,Summer,29.47368,-82.6783,FL,United States,Southeast
35474,Report 35474: Bowhunter hears a massive crash and possible screams in the Ocala National Forest,Class B,2011-09-18T12:00:00Z,2011,2011,September,Fall,29.47529,-81.78307,FL,United States,Southeast
35529,Report 35529: Daytime sighting by a motorist on FL-19 in the Ocala National Forest,Class A,2010-06-07T12:00:00Z,2010,2010,June,Summer,29.49577,-81.74579,FL,United States,Southeast
47702,Report 47702: Early evening sighting near a home and strange deer kills investigated at Canyon Lake,Class A,2015-01-09T12:00:00Z,2015,2015,January,Winter,29.52533,-98.15854,TX,United States,Southwest
56107,Report 56107: Memory told of a nighttime sighting while working as a police officer answering a prowler call in Marrero,Class A,1970-05-15T12:00:00Z,1970,1970,May,Spring,29.5385,-90.593,LA,United States,Southeast
24529,Report 24529: Tall hairy figure leans out from behind a tree to observe woman outside San Antonio,Class A,2008-09-15T12:00:00Z,2008,2008,September,Fall,29.56835,-98.68465,TX,United States,Southwest
24893,Report 24893: Possible sightings and strange incidents experienced by family at their rural home east of Gainesville,Class B,2008-10-10T12:00:00Z,2008,2008,October,Fall,29.56871,-82.05391,FL,United States,Southeast
1431,Report 1431: Campers hear foot steps in tree line while walking on road,Class B,1993-07-01T12:00:00Z,1993,1993,July,Summer,29.57444,-98.03083,TX,United States,Southwest
27076,Report 27076: Woman has close daylight sighting while driving through Payne's Prairie outside Gainesville,Class A,2000-06-13T12:00:00Z,2000,2000,June,Summer,29.58358,-82.33316,FL,United States,Southeast
10855,Report 10855: Night time sighting by motorist near Fanning Springs,Class A,1998-11-01T12:00:00Z,1998,1998,November,Fall,29.591,-82.929,FL,United States,Southeast
722,Report 722: Five or Six foot tall ape looking creature observed picking up road kill.,Class A,1998-02-09T12:00:00Z,1998,1998,February,Winter,29.6699,-82.98365,FL,United States,Southeast
41995,Report 41995: Memory told of a close encounter with a man-ape outside Gainesville,Class A,1963-09-15T12:00:00Z,1963,1963,September,Fall,29.67757,-82.35501,FL,United States,Southeast
1021,Report 1021: Large Creature standing in road,Class A,1971-07-15T12:00:00Z,1971,1971,July,Summer,29.7351,-81.96195,FL,United States,Southeast
36682,Report 36682: Woman finds possible footprints during morning bike ride in San Felasco Preserve northwest of Gainesville,Class B,2012-10-09T12:00:00Z,2012,2012,October,Fall,29.74815,-82.44075,FL,United States,Southeast
25979,Report 25979: Man finds possible footprint outside Palatka,Class B,2009-05-17T12:00:00Z,2009,2009,May,Spring,29.77291,-81.8592,FL,United States,Southeast
4795,"Report 4795: While riding horse, young teen has day time sighting not far from Palatka",Class A,1947-07-01T12:00:00Z,1947,1947,July,Summer,29.77295,-81.68295,FL,United States,Southeast
2566,Report 2566: College Psychology Teacher observes Bigfoot crossing road.  Animal has covering of leaves and/or palm branches,Class A,1985-09-29T12:00:00Z,1985,1985,September,Fall,29.77535,-82.3657,FL,United States,Southeast
12351,Report 12351: Possible vocalizations heard by residents outside Elkton,Class B,2005-08-19T12:00:00Z,2005,2005,August,Summer,29.7788,-81.45421,FL,United States,Southeast
43229,Report 43229: Homeowner  hears possible vocalization and experiences unusual dog and wildlife behavior near Wimberley,Class B,2012-09-15T12:00:00Z,2012,2012,September,Fall,29.79893,-98.15556,FL,United States,Southeast
31745,Report 31745: Up close encounter experienced by a father and son fishing south of St. Augustine,Class A,2011-07-02T12:00:00Z,2011,2011,July,Summer,29.83863,-81.2299,FL,United States,Southeast
7792,Report 7792: Woman has nighttime sighting from truck,Class B,1998-01-31T12:00:00Z,1998,1998,January,Winter,29.8398,-85.0681,FL,United States,Southeast
1003,Report 1003: Two horseback riders see hairy creature,Class A,1984-10-15T12:00:00Z,1984,1984,October,Fall,29.85375,-81.3456,FL,United States,Southeast
9169,"Report 9169: While riding bicycle, teenager has afternoon, close encounter not far from Trinity River",Class A,2004-08-19T12:00:00Z,2004,2004,August,Summer,29.88528,-94.83334,TX,United States,Southwest
23247,Report 23247: Woman remembers encountering a strange animal while driving outside Mexico Beach,Class A,1985-05-15T12:00:00Z,1985,1985,May,Spring,29.93629,-85.3948,FL,United States,Southeast
28355,"Report 28355: Hunter watches running bipedal creature, finds possible scat in the Camp Blanding Wildlife Management Area",Class A,2009-12-15T12:00:00Z,2009,2009,December,Winter,29.94011,-81.91354,FL,United States,Southeast
33088,Report 33088: Couple find large footprint on Lake Cosby,Class B,2012-01-17T12:00:00Z,2012,2012,January,Winter,29.94974,-82.15501,FL,United States,Southeast
27145,Report 27145: Bow hunter hears possible vocalizations in the Camp Blanding Wildlife Management Area,Class B,2009-12-14T12:00:00Z,2009,2009,December,Winter,29.95301,-82.0125,FL,United States,Southeast
40019,Report 40019: Possible daylight encounter after after initiating calls in Twelve Mile Swamp,Class B,2013-02-23T12:00:00Z,2013,2013,February,Winter,29.96828,-81.4048,FL,United States,Southeast
46604,"Report 46604: Driver notices ""Something out of Place"" along Hwy. 42 near Paisley",Class B,2014-08-15T12:00:00Z,2014,2014,August,Summer,29.97454,-81.55172,FL,United States,Southeast
41503,Report 41503: Nighttime road crossing near Camp Blanding,Class A,2012-06-12T12:00:00Z,2012,2012,June,Summer,29.97917,-81.85223,FL,United States,Southeast
8316,Report 8316: Father and daughter have nighttime sighting,Class A,2004-03-18T12:00:00Z,2004,2004,March,Spring,29.98085,-81.80005,FL,United States,Southeast
10272,Report 10272: Squirrel hunter has pre-dusk close encounter near Linney Creek,Class A,2005-01-17T12:00:00Z,2005,2005,January,Winter,30.01667,-94.85,TX,United States,Southwest
21849,Report 21849: Teen Hears Possible Howls and Growls near Middleburg,Class B,2007-10-15T12:00:00Z,2007,2007,October,Fall,30.03042,-81.90182,FL,United States,Southeast
49148,Report 49148: Appalachian Trail Hikers find possible tracks and hear a late night howl near Franklin,Class B,2015-06-29T12:00:00Z,2015,2015,June,Summer,30.0326,-83.52959,FL,United States,Southeast
